X1,Y1,X2,Y2,label,Name
64.0291748046875,28.78143310546875,202.0640869140625,174.92543029785156,201,PolyU_202_S_10.jpg
57.09618377685547,27.55023956298828,198.5390853881836,169.82305145263672,51,PolyU_052_F_09.jpg
53.039306640625,26.944664001464844,197.6877899169922,171.28234100341797,153,PolyU_154_F_01.jpg
50.2183837890625,28.50968170166016,198.5432891845703,169.9674301147461,347,PolyU_348_F_04.jpg
60.95326232910156,28.610435485839844,198.81398010253903,171.40894317626953,371,PolyU_372_F_07.jpg
63.48076629638672,29.81901550292969,205.36637115478518,177.62319946289062,65,PolyU_066_F_10.jpg
51.39020538330078,29.864242553710934,196.78221893310547,170.38890075683594,309,PolyU_310_F_09.jpg
67.81741333007811,32.521133422851555,212.12075805664062,184.11001586914062,221,PolyU_222_S_06.jpg
61.83538818359375,28.666473388671875,207.25958251953125,177.83050537109375,165,PolyU_166_S_10.jpg
55.06584167480469,28.753204345703125,197.0191192626953,170.9551239013672,115,PolyU_116_F_05.jpg
54.36601257324219,27.95539855957031,196.3453826904297,171.50299072265625,263,PolyU_264_F_10.jpg
62.55282592773438,28.33827972412109,205.118408203125,175.85315704345703,177,PolyU_178_F_04.jpg
64.46398162841797,30.0809326171875,201.05048370361328,170.98324584960938,67,PolyU_068_S_06.jpg
52.88365936279297,29.424057006835934,199.3203659057617,174.25558471679688,209,PolyU_210_F_01.jpg
61.12583923339844,29.76422119140625,202.1817169189453,174.73297119140625,325,PolyU_326_S_05.jpg
58.656471252441406,32.041763305664055,202.3520736694336,177.21200561523438,323,PolyU_324_S_03.jpg
52.90171813964844,29.03755187988281,197.2857208251953,164.5513458251953,135,PolyU_136_F_05.jpg
58.97853088378906,30.17035675048828,202.33058166503903,176.40650177001953,187,PolyU_188_S_09.jpg
52.45347595214844,28.96821594238281,197.4860992431641,172.34799194335938,117,PolyU_118_F_10.jpg
61.79873657226562,30.41792297363281,207.1995849609375,174.72164916992188,41,PolyU_042_F_07.jpg
63.3902587890625,28.87366485595703,205.81558227539062,175.06182098388672,325,PolyU_326_S_07.jpg
72.1771469116211,34.04755401611328,207.6637954711914,179.83386993408203,237,PolyU_238_S_08.jpg
60.45331573486328,30.93608856201172,205.0536422729492,179.74549102783203,299,PolyU_300_S_08.jpg
55.252159118652344,35.45393371582031,197.8091506958008,179.38323974609375,7,PolyU_008_S_05.jpg
55.325355529785156,26.69195556640625,199.15497589111328,170.72105407714844,51,PolyU_052_F_04.jpg
58.94410705566406,34.03002548217773,162.5998992919922,142.0657539367676,223,PolyU_224_S_04.jpg
60.18074035644531,27.27983093261719,203.8942413330078,167.62985229492188,269,PolyU_270_S_03.jpg
68.81773376464844,31.60678100585937,206.47694396972656,178.7754364013672,265,PolyU_266_S_03.jpg
50.02263641357422,35.918724060058594,196.40845489501956,183.254508972168,237,PolyU_238_F_04.jpg
48.51528930664063,30.66522979736328,193.5364532470703,171.47431182861328,23,PolyU_024_F_08.jpg
39.33024597167969,33.104644775390625,187.6771545410156,179.25161743164062,147,PolyU_148_S_10.jpg
56.598716735839844,28.86041259765625,195.81827545166016,170.47360229492188,297,PolyU_298_F_05.jpg
49.37998962402344,34.533973693847656,199.09567260742188,185.94954681396484,35,PolyU_036_S_03.jpg
47.396240234375,36.025611877441406,198.1983642578125,186.91780853271484,225,PolyU_226_S_07.jpg
56.88722229003906,28.01812744140625,199.2561187744141,174.00955200195312,105,PolyU_106_F_05.jpg
61.43234252929688,30.51708221435547,193.55148315429688,167.70612335205078,363,PolyU_364_F_05.jpg
47.38037872314453,33.69158172607422,188.74007415771484,177.65023040771484,87,PolyU_088_S_08.jpg
60.73017120361328,29.84459686279297,204.39336395263672,175.53479766845703,347,PolyU_348_S_01.jpg
57.18933868408203,31.39615631103516,203.18834686279297,176.3445053100586,175,PolyU_176_F_06.jpg
62.70011901855469,29.85105133056641,206.6921844482422,176.2854232788086,91,PolyU_092_F_10.jpg
49.3570556640625,44.19137573242188,191.4281768798828,181.32537841796875,203,PolyU_204_S_03.jpg
62.18279266357422,27.52836608886719,203.87024688720703,168.54232788085938,233,PolyU_234_S_01.jpg
61.28623962402344,29.29188537597656,202.5468597412109,176.8841094970703,97,PolyU_098_S_03.jpg
61.012184143066406,30.12748718261719,201.039176940918,175.9033660888672,71,PolyU_072_F_09.jpg
58.20056915283203,28.12836456298828,196.50312042236328,170.20108795166016,143,PolyU_144_F_06.jpg
64.82302856445311,28.15303039550781,204.4009094238281,176.51898193359375,127,PolyU_128_S_05.jpg
63.929954528808594,28.60747528076172,204.4041519165039,175.95865631103516,201,PolyU_202_S_07.jpg
58.24609375,29.51073455810547,194.7077789306641,169.79781341552734,337,PolyU_338_F_06.jpg
62.196815490722656,28.26210021972656,204.47542572021484,177.82867431640625,131,PolyU_132_S_09.jpg
50.8955307006836,29.38816070556641,197.66211700439453,172.70124053955078,51,PolyU_052_F_01.jpg
56.25293731689453,28.26087188720703,195.74968719482425,171.0811996459961,163,PolyU_164_F_09.jpg
60.82817840576172,29.823997497558594,205.6006546020508,175.33953094482422,309,PolyU_310_S_04.jpg
52.08666229248047,28.228965759277344,199.2368698120117,170.01036834716797,219,PolyU_220_F_09.jpg
49.12279510498047,36.171043395996094,196.5640335083008,182.33602142333984,175,PolyU_176_S_03.jpg
55.247474670410156,27.531646728515625,198.68453216552732,173.09432983398438,361,PolyU_362_F_09.jpg
62.07463073730469,29.190155029296875,204.1337127685547,175.14886474609375,219,PolyU_220_S_01.jpg
56.15777587890625,36.2807846069336,196.79209899902344,184.81839752197263,59,PolyU_060_S_05.jpg
40.145416259765625,35.67981719970703,187.89242553710938,184.65840911865237,103,PolyU_104_S_10.jpg
65.83863830566406,30.28630828857422,202.7813873291016,174.16474151611328,259,PolyU_260_F_01.jpg
59.57804870605469,30.067955017089844,202.6786956787109,177.54956817626953,187,PolyU_188_S_07.jpg
54.45588684082031,28.23016357421875,195.62429809570312,171.09811401367188,95,PolyU_096_F_07.jpg
54.111534118652344,37.362884521484375,197.64014434814453,184.90582275390625,11,PolyU_012_S_06.jpg
58.65288543701172,28.41413879394531,197.17707061767575,173.0627899169922,277,PolyU_278_F_07.jpg
59.381202697753906,30.03868103027344,200.46285247802732,175.4492950439453,141,PolyU_142_S_07.jpg
53.81016540527344,28.31830596923828,197.1621551513672,173.36392974853516,13,PolyU_014_F_03.jpg
67.29592132568361,35.043609619140625,208.84156036376956,185.1064453125,261,PolyU_262_S_10.jpg
63.98979187011719,28.38529968261719,205.4709014892578,178.36672973632812,53,PolyU_054_S_10.jpg
50.5179443359375,38.17210388183594,197.53118896484372,183.2988739013672,19,PolyU_020_S_08.jpg
60.02488708496094,30.42754364013672,204.57200622558597,177.19824981689453,309,PolyU_310_S_07.jpg
51.50019836425781,29.16342163085937,191.37136840820312,168.16314697265625,253,PolyU_254_F_04.jpg
52.60034942626953,39.195777893066406,197.3221206665039,187.91761016845703,319,PolyU_320_F_10.jpg
65.12258529663086,33.328414916992195,191.52453994750977,166.15745544433594,235,PolyU_236_F_06.jpg
63.71099090576172,29.32661437988281,204.20343780517575,177.19491577148438,275,PolyU_276_S_08.jpg
53.15831756591797,28.7301025390625,191.51837921142575,167.85545349121094,127,PolyU_128_F_08.jpg
58.41487884521485,31.32633972167969,202.21869659423828,174.2052459716797,285,PolyU_286_S_09.jpg
58.199989318847656,29.78357696533203,202.376091003418,177.63378143310547,187,PolyU_188_S_01.jpg
66.57520294189453,28.714454650878906,200.98555755615237,170.10120391845703,295,PolyU_296_S_09.jpg
59.578773498535156,27.553260803222656,202.2721176147461,168.4171371459961,173,PolyU_174_F_06.jpg
59.58526611328125,28.66033935546875,202.78903198242188,177.41854858398438,1,PolyU_002_S_10.jpg
48.75877380371094,28.411720275878906,196.33531188964844,169.6451187133789,23,PolyU_024_F_03.jpg
50.3707275390625,30.64397430419922,196.29444885253903,172.78443145751953,57,PolyU_058_F_10.jpg
61.13510131835938,30.12622833251953,202.73275756835938,173.36258697509766,67,PolyU_068_F_03.jpg
62.64165496826172,27.74195098876953,203.76538848876956,175.99666595458984,105,PolyU_106_S_09.jpg
52.278297424316406,36.02533721923828,198.8207778930664,186.29984283447263,321,PolyU_322_S_10.jpg
61.723976135253906,29.593963623046875,207.8460922241211,176.96014404296875,91,PolyU_092_S_04.jpg
65.3377685546875,32.07680511474609,204.42681884765625,174.45842742919922,41,PolyU_042_F_01.jpg
50.56067657470703,29.022720336914066,197.1009292602539,173.05877685546875,169,PolyU_170_F_07.jpg
54.57347869873047,31.077674865722656,191.89444732666016,167.33422088623047,227,PolyU_228_F_07.jpg
55.173194885253906,27.19403076171875,197.52071380615237,171.77915954589844,205,PolyU_206_F_08.jpg
59.281044006347656,40.17039489746094,196.7901840209961,184.2466278076172,5,PolyU_006_S_06.jpg
59.625938415527344,28.966102600097656,204.79962921142575,175.36592864990234,347,PolyU_348_S_04.jpg
62.05013275146485,28.454673767089844,204.05213165283203,176.41211700439453,231,PolyU_232_S_09.jpg
64.23271179199219,28.336952209472656,204.5137176513672,172.89080047607422,177,PolyU_178_F_01.jpg
61.32550811767578,30.37937164306641,200.3747787475586,172.19884490966797,67,PolyU_068_S_05.jpg
59.13438415527344,29.47618103027344,205.1030731201172,175.30606079101562,61,PolyU_062_S_01.jpg
53.34187316894531,28.85822296142578,199.41558837890625,174.34313201904297,277,PolyU_278_F_03.jpg
48.31277465820313,34.646568298339844,198.7878570556641,185.53772735595703,37,PolyU_038_S_10.jpg
51.4937744140625,37.34673309326172,196.83624267578125,185.98575592041016,161,PolyU_162_S_01.jpg
51.92701721191406,37.86062622070313,195.345458984375,184.37664794921875,237,PolyU_238_F_06.jpg
60.62482452392578,28.01392364501953,203.75777435302732,163.91413116455078,5,PolyU_006_F_03.jpg
71.37052917480469,31.39604949951172,203.5909576416016,174.91419219970703,181,PolyU_182_F_07.jpg
58.45730590820313,31.52289581298828,205.4659423828125,180.02156829833984,121,PolyU_122_S_05.jpg
64.02536773681639,26.51596069335937,195.31572723388672,165.24163818359375,273,PolyU_274_F_06.jpg
49.99783325195313,41.36901092529297,195.19207763671875,186.9845962524414,137,PolyU_138_S_10.jpg
48.8668441772461,31.20041656494141,197.36254119873047,173.13372039794922,15,PolyU_016_F_10.jpg
53.85469055175781,38.158538818359375,197.40777587890625,182.67709350585938,5,PolyU_006_S_09.jpg
53.51951599121094,39.3912353515625,194.6986389160156,185.6286163330078,259,PolyU_260_S_03.jpg
61.94647979736328,29.042266845703125,203.888298034668,173.7373046875,375,PolyU_376_S_01.jpg
54.435264587402344,26.78043365478516,198.57294464111328,167.32892608642578,219,PolyU_220_F_10.jpg
57.46643829345703,30.93865203857422,191.298942565918,166.58509063720703,149,PolyU_150_F_01.jpg
40.75138854980469,32.5445556640625,181.76638793945312,174.3606414794922,87,PolyU_088_S_06.jpg
57.255531311035156,28.315200805664066,198.57242584228518,170.24752807617188,339,PolyU_340_F_03.jpg
62.7568359375,28.983924865722656,201.4718017578125,172.37032318115234,207,PolyU_208_F_04.jpg
63.32002258300781,29.48401641845703,201.0178985595703,174.44512176513672,101,PolyU_102_S_05.jpg
56.08460998535156,27.578330993652344,199.54229736328125,173.37564849853516,105,PolyU_106_F_07.jpg
61.47293090820313,29.17226409912109,196.634521484375,169.9634780883789,9,PolyU_010_F_07.jpg
50.33041381835938,29.987030029296875,196.8607940673828,172.2257537841797,15,PolyU_016_F_07.jpg
60.81378173828125,29.79167938232422,201.74810791015625,174.6066665649414,373,PolyU_374_S_01.jpg
64.95072174072266,29.71228790283203,204.4111557006836,175.89215850830078,139,PolyU_140_F_05.jpg
50.12442016601562,29.160858154296875,197.53399658203125,173.8035125732422,123,PolyU_124_F_01.jpg
